Player Name,Team,Total Points,Position,Goals Scored,Assists,Clean Sheets,Yellow Cards,Red Cards,Goals Conceded,Own Goals,Penalties Missed,Penalties Saved,Saves,Bonus Points
Phil Foden,Man City,142,MID,11,7,5,1,0,16,0,0,0,0,15
Bernd Leno,Fulham,142,GK,0,0,8,3,0,51,0,0,1,144,17
Douglas Luiz Soares de Paulo,Aston Villa,142,MID,6,7,13,6,1,35,0,0,0,0,17
James Ward-Prowse,Southampton,142,MID,9,4,4,6,0,72,1,2,0,0,18
Alexis Mac Allister,Brighton,140,MID,10,2,10,8,0,45,1,0,0,0,18
Fabian Schär,Newcastle,139,DEF,1,3,15,7,0,28,1,0,0,0,6
Harvey Barnes,Leicester,138,MID,13,2,6,3,0,51,0,0,0,0,0
Kaoru Mitoma,Brighton,138,MID,7,9,8,0,0,35,0,0,0,0,11
Emiliano Martínez Romero,Aston Villa,135,GK,0,0,11,7,0,38,1,0,1,98,15
Jacob Ramsey,Aston Villa,135,MID,6,8,11,5,0,33,1,0,0,0,13
James Maddison,Leicester,135,MID,10,9,4,10,0,54,0,1,0,0,9
Jack Harrison,Leeds,134,MID,5,8,6,2,0,55,1,0,0,0,15
Mathias Jensen,Brentford,132,MID,5,7,10,5,0,40,0,0,0,0,11
Michael Olise,Crystal Palace,132,MID,2,11,8,2,0,38,0,0,0,0,15
Ilkay Gündogan,Man City,132,MID,8,6,10,0,0,20,0,1,0,0,9
Tyrone Mings,Aston Villa,130,DEF,1,3,12,7,0,40,1,0,0,0,17
Dominic Solanke,Bournemouth,130,FWD,6,10,8,2,0,52,0,0,0,0,14
Dan Burn,Newcastle,129,DEF,1,0,14,5,0,30,0,0,0,0,6
Sven Botman,Newcastle,129,DEF,0,2,13,2,0,30,0,0,0,0,8
Pervis Estupiñán,Brighton,128,DEF,1,7,10,4,0,43,0,0,0,0,15
Rodrigo Moreno,Leeds,127,MID,13,2,5,6,0,43,0,0,0,0,6
Virgil van Dijk,Liverpool,127,DEF,3,1,11,3,0,36,0,0,0,0,13
Lukasz Fabianski,West Ham,127,GK,0,0,9,1,0,48,0,0,1,109,10
Dwight McNeil,Everton,126,MID,7,5,5,5,0,46,0,0,0,0,14
Riyad Mahrez,Man City,126,MID,5,12,6,2,0,23,0,0,0,0,11
Alex Iwobi,Everton,126,MID,2,8,9,2,0,56,0,0,0,0,9
Philip Billing,Bournemouth,126,MID,7,2,9,5,0,54,0,0,0,0,14
Gabriel Fernando de Jesus,Arsenal,125,FWD,11,7,9,6,0,23,0,0,0,0,17
Luke Shaw,Man Utd,124,DEF,1,4,12,8,0,35,0,0,0,0,20
Jordan Pickford,Everton,124,GK,0,1,8,6,0,57,0,0,1,124,10
Joe Willock,Newcastle,123,MID,3,7,12,1,0,26,0,0,0,0,11
Andreas Hoelgebaum Pereira,Fulham,123,MID,4,10,8,8,0,40,0,0,0,0,9
Brennan Johnson,Nott'm Forest,122,FWD,8,5,7,6,0,54,0,2,0,0,15
Andrew Robertson,Liverpool,121,DEF,0,8,9,3,0,34,0,0,0,0,10
Ederson Santana de Moraes,Man City,121,GK,0,1,11,3,0,32,0,0,0,46,8
Jack Grealish,Man City,121,MID,5,10,10,4,0,16,0,0,0,0,9
Pierre-Emile Højbjerg,Spurs,120,MID,4,5,10,5,0,57,0,0,0,0,10
Rúben da Silva Neves,Wolves,118,MID,6,2,10,12,0,48,0,0,0,0,16
Kepa Arrizabalaga,Chelsea,118,GK,0,0,9,1,0,33,0,0,0,91,15
Emiliano Buendía Stati,Aston Villa,117,MID,5,3,11,0,0,34,0,0,0,0,8
William Saliba,Arsenal,117,DEF,2,1,12,4,0,25,1,0,0,0,14
Declan Rice,West Ham,116,MID,4,3,9,5,0,50,0,1,0,0,12
Willian Borges da Silva,Fulham,116,MID,5,7,9,2,0,22,0,0,0,0,11
Joelinton Cássio Apolinário de Lira,Newcastle,115,MID,6,5,11,12,0,26,0,0,0,0,10
Timothy Castagne,Leicester,114,DEF,2,4,8,3,0,63,0,0,0,0,11
Rico Henry,Brentford,112,DEF,0,3,11,4,0,46,0,0,0,0,4
Ethan Pinnock,Brentford,112,DEF,3,0,10,0,0,34,1,0,0,0,6
Lewis Dunk,Brighton,112,DEF,1,1,12,4,0,50,1,0,0,0,7
Yoane Wissa,Brentford,111,MID,7,4,7,3,0,17,0,0,0,0,6
Ezri Konsa Ngoyo,Aston Villa,110,DEF,0,0,12,6,0,45,0,0,0,0,6
Max Kilman,Wolves,109,DEF,0,1,11,3,0,56,0,0,0,0,12
Rodrigo Hernandez,Man City,108,MID,2,6,11,5,0,26,0,0,0,0,7
Harrison Reed,Fulham,107,MID,3,4,9,5,0,44,1,0,0,0,9
Bruno Guimarães Rodriguez Moura,Newcastle,107,MID,4,5,12,7,0,25,0,0,0,0,5
Aleksandar Mitrović,Fulham,107,FWD,14,2,7,7,0,30,0,4,0,0,14
Saïd Benrahma,West Ham,106,MID,6,3,6,0,0,32,0,0,0,0,5
Bernardo Veiga de Carvalho e Silva,Man City,106,MID,4,6,7,5,0,24,0,0,0,0,9
James Tarkowski,Everton,106,DEF,1,1,9,6,0,57,0,0,0,0,13
Jadon Sancho,Man Utd,105,MID,6,3,13,0,0,18,0,0,0,0,8
Roberto Firmino,Liverpool,104,FWD,11,4,4,0,0,17,0,0,0,0,12
Jordan Ayew,Crystal Palace,104,MID,4,3,8,5,0,41,0,0,0,0,4
Julián Álvarez,Man City,103,FWD,9,3,5,0,0,16,0,0,0,0,14
Christian Eriksen,Man Utd,103,MID,1,9,13,3,0,25,0,0,0,0,8
Diogo Dalot Teixeira,Man Utd,102,DEF,1,2,10,6,0,34,0,0,0,0,19
Kai Havertz,Chelsea,102,FWD,7,1,9,5,0,31,0,0,0,0,13
Raheem Sterling,Chelsea,101,MID,6,4,5,4,0,27,0,0,0,0,9
Jefferson Lerma Solís,Bournemouth,101,MID,5,0,7,7,0,67,1,0,0,0,5
Darwin Núñez Ribeiro,Liverpool,100,FWD,9,5,7,1,1,22,0,0,0,0,8
Alexander Isak,Newcastle,100,FWD,10,2,4,3,0,20,0,0,0,0,18
Leon Bailey,Aston Villa,100,MID,4,5,8,4,0,32,0,0,0,0,6
Tomas Soucek,West Ham,100,MID,2,4,8,3,0,42,0,0,0,0,6
Taiwo Awoniyi,Nott'm Forest,100,FWD,10,1,5,2,0,29,0,0,0,0,16
Oleksandr Zinchenko,Arsenal,99,DEF,1,2,10,3,0,28,0,0,0,0,8
Vicente Guaita,Crystal Palace,99,GK,0,0,6,1,0,34,0,0,0,85,10
Ben Davies,Liverpool,99,DEF,2,3,9,4,0,33,0,0,0,0,3
Ben Davies,Spurs,99,DEF,2,3,9,4,0,33,0,0,0,0,3
Lucas Tolentino Coelho de Lima,West Ham,98,MID,4,5,6,5,0,39,0,0,0,0,8
Tim Ream,Fulham,98,DEF,1,0,8,2,0,44,0,0,0,0,12
Danny Ings,West Ham,97,FWD,8,2,5,4,0,26,0,0,0,0,13
Eric Dier,Spurs,96,DEF,2,1,9,3,0,52,0,0,0,0,5
Dejan Kulusevski,Spurs,96,MID,2,7,8,2,0,40,0,0,0,0,5
Joël Veltman,Brighton,95,DEF,1,1,10,6,0,29,0,0,0,0,6
Marc Guéhi,Crystal Palace,95,DEF,1,0,9,8,0,46,1,0,0,0,2
Wilfried Zaha,Crystal Palace,95,MID,7,2,5,5,0,34,0,2,0,0,6
Che Adams,Southampton,94,FWD,5,5,4,1,0,41,0,0,0,0,9
Ivan Perišić,Spurs,94,DEF,1,8,6,6,0,44,0,0,0,0,6
Marcus Tavernier,Bournemouth,94,MID,5,4,5,1,0,37,0,0,0,0,12
Norberto Murara Neto,Bournemouth,93,GK,0,0,6,4,0,39,0,0,0,100,9
Sean Longstaff,Newcastle,93,MID,1,5,13,2,0,18,0,0,0,0,2
John Stones,Man City,93,DEF,2,2,7,2,0,17,1,0,0,0,13
Antonee Robinson,Fulham,93,DEF,0,2,9,8,0,44,0,0,0,0,5
Tyrick Mitchell,Crystal Palace,93,DEF,0,2,8,5,1,40,0,0,0,0,7
Daniel Castelo Podence,Wolves,92,MID,6,1,6,5,0,31,0,0,0,0,10
Nathan Aké,Man City,92,DEF,1,0,9,2,0,15,0,0,0,0,9
Danny Welbeck,Brighton,91,FWD,6,5,6,0,0,28,0,0,0,0,5
Danny Ward,Leicester,91,GK,0,0,6,0,0,46,0,0,1,77,12
Demarai Gray,Everton,91,MID,4,1,7,3,0,39,0,0,0,0,4
Bobby De Cordova-Reid,Fulham,90,MID,4,1,8,8,0,40,0,0,0,0,3
Cody Gakpo,Liverpool,90,MID,7,3,6,0,0,19,0,0,0,0,4
Illan Meslier,Leeds,90,GK,0,0,5,3,0,67,0,0,0,94,8
John McGinn,Aston Villa,90,MID,1,5,10,7,0,31,0,0,0,0,3
Kenny Tete,Fulham,90,DEF,1,5,7,8,0,36,0,0,0,0,1
Hugo Lloris,Spurs,89,GK,0,0,7,0,0,39,1,0,0,79,12
Jeffrey Schlupp,Crystal Palace,89,MID,3,2,9,7,0,38,0,0,0,0,2
Kurt Zouma,West Ham,88,DEF,2,1,7,0,0,29,0,0,0,0,8
Carlos Henrique Casimiro,Man Utd,87,MID,4,3,10,7,2,22,0,0,0,0,10
Ashley Young,Aston Villa,87,DEF,1,0,9,7,0,28,0,0,0,0,8
Youri Tielemans,Leicester,86,MID,3,3,6,4,0,49,0,1,0,0,6
Thomas Partey,Arsenal,86,MID,3,0,11,5,0,28,0,0,0,0,6
Emerson Leite de Souza Junior,Spurs,86,DEF,2,2,7,2,1,27,0,0,0,0,9
Vitaly Janelt,Brentford,85,MID,3,1,8,3,0,28,0,0,0,0,5
Gavin Bazunu,Southampton,84,GK,0,0,4,0,0,56,0,0,1,69,3
Michail Antonio,West Ham,84,FWD,5,3,5,2,0,29,0,0,0,0,4
Brenden Aaronson,Leeds,83,MID,1,4,5,2,0,58,0,0,0,0,0
João Palhinha Gonçalves,Fulham,83,MID,3,0,9,14,0,43,1,0,0,0,5
Odsonne Edouard,Crystal Palace,82,FWD,5,2,5,3,0,25,0,0,0,0,5
Dean Henderson,Nott'm Forest,82,GK,0,0,6,2,0,31,0,0,2,54,12
Kiernan Dewsbury-Hall,Leicester,82,MID,2,3,7,3,1,41,0,0,0,0,5
Mason Mount,Chelsea,82,MID,3,4,8,4,0,21,0,0,0,0,8
Jamie Vardy,Leicester,82,FWD,3,5,4,1,0,38,0,1,0,0,4
Manuel Akanji,Man City,82,DEF,0,1,7,2,0,23,0,0,0,0,5
Antony Matheus dos Santos,Man Utd,82,MID,4,2,12,5,0,21,0,0,0,0,4
Kelechi Iheanacho,Leicester,82,FWD,5,5,1,0,0,23,0,0,0,0,9
Robert Sánchez,Brighton,82,GK,0,0,6,2,0,30,0,0,1,48,10
Lisandro Martínez,Man Utd,81,DEF,1,0,9,6,0,33,0,0,0,0,6
Josh Dasilva,Brentford,81,MID,4,2,5,1,0,17,0,0,0,0,3
Thiago Emiliano da Silva,Chelsea,80,DEF,0,2,6,2,0,32,0,0,0,0,8
Rúben Gato Alves Dias,Man City,80,DEF,0,0,9,3,0,16,0,0,0,0,1
Joachim Andersen,Crystal Palace,80,DEF,1,0,8,8,0,37,2,0,0,0,1
Diogo Teixeira da Silva,Liverpool,80,FWD,7,4,5,2,0,19,0,0,0,0,9
Matheus Luiz Nunes,Wolves,80,MID,1,1,11,2,1,38,0,0,0,0,5
Moisés Caicedo Corozo,Brighton,79,MID,1,1,10,10,0,47,0,0,0,0,0
Jorge Luiz Frello Filho,Arsenal,79,MID,2,2,9,4,0,23,0,0,0,0,5
Issa Diop,Fulham,79,DEF,1,0,7,2,0,26,0,0,0,0,8
Jacob Murphy,Newcastle,78,MID,4,2,3,0,0,12,0,0,0,0,2
Wout Faes,Leicester,78,DEF,1,2,7,4,1,51,2,0,0,0,5
Joel Ward,Crystal Palace,78,DEF,1,0,8,6,0,35,0,0,0,0,5
Raphaël Varane,Man Utd,77,DEF,0,0,10,1,0,22,1,0,0,0,2
Amadou Onana,Everton,77,MID,1,3,9,9,0,37,0,0,0,0,2
Conor Coady,Everton,77,DEF,1,1,7,2,0,28,0,0,0,0,5
Abdoulaye Doucouré,Everton,76,MID,5,2,4,6,1,27,0,0,0,0,10
Adam Webster,Brighton,75,DEF,0,0,9,2,0,27,1,0,0,0,3
Nélson Cabral Semedo,Wolves,75,DEF,0,1,8,11,1,43,0,0,0,0,5
Vitalii Mykolenko,Everton,75,DEF,0,1,7,4,0,46,0,0,0,0,4
Craig Dawson,Wolves,75,DEF,1,1,7,6,0,31,0,0,0,0,7
Crysencio Summerville,Leeds,74,MID,4,4,1,4,0,38,0,0,0,0,4
Cheick Doucouré,Crystal Palace,74,MID,0,3,7,8,1,41,0,0,0,0,3
Adam Smith,Bournemouth,74,DEF,0,1,7,11,0,58,0,0,0,0,5
Aaron Cresswell,West Ham,74,DEF,0,1,6,3,0,32,0,0,0,0,8
Kalidou Koulibaly,Chelsea,74,DEF,2,1,6,5,1,22,0,0,0,0,8
João Cancelo,Man City,73,DEF,2,2,6,3,1,16,0,0,0,0,10
Alexandre Moreno Lopera,Aston Villa,72,DEF,0,3,7,3,0,10,0,0,0,0,5
Carlos Vinícius Alves Morais,Fulham,72,FWD,5,2,1,3,0,20,0,0,0,0,10
Pablo Fornals Malla,West Ham,71,MID,3,1,1,0,0,28,0,0,0,0,6
Christian Nørgaard,Brentford,71,MID,1,6,6,6,0,23,0,0,0,0,6
Romain Perraud,Southampton,71,DEF,2,2,4,4,0,35,1,0,0,0,5
Rodrigo Bentancur,Spurs,71,MID,5,2,6,8,0,24,0,0,0,0,7
Patrick Bamford,Leeds,70,FWD,4,5,1,3,0,31,0,2,0,0,3
Patson Daka,Leicester,70,FWD,4,4,5,2,0,24,0,0,0,0,3
Fabio Henrique Tavares,Liverpool,70,MID,0,2,11,11,0,34,0,0,0,0,0
Serge Aurier,Nott'm Forest,70,DEF,1,0,6,2,0,31,0,0,0,0,8
Ben Chilwell,Chelsea,70,DEF,2,3,4,3,0,19,0,0,0,0,4
Jordan Henderson,Liverpool,69,MID,0,3,8,2,0,30,0,0,0,0,0
Marcos Senesi,Bournemouth,69,DEF,2,0,5,7,0,55,0,0,0,0,5
Kyle Walker,Man City,69,DEF,0,0,7,3,0,20,0,0,0,0,0
Joseph Gomez,Liverpool,68,DEF,0,0,8,3,0,16,0,0,0,0,8
Anthony Gordon,Newcastle,68,MID,4,0,4,7,0,18,0,0,0,0,5
Harry Wilson,Fulham,68,MID,2,5,2,1,0,15,0,0,0,0,2
Thilo Kehrer,West Ham,67,DEF,0,3,5,4,0,34,1,0,0,0,4
Marc Roca Junqué,Leeds,67,MID,1,3,2,7,0,60,0,0,0,0,3
Aaron Wan-Bissaka,Man Utd,67,DEF,0,0,8,2,0,10,0,0,0,0,3
Adama Traoré Diarra,Wolves,66,MID,2,4,2,2,0,30,0,0,0,0,0
Idrissa Gueye,Everton,66,MID,0,1,8,7,0,45,0,0,0,0,1
Pascal Struijk,Leeds,66,DEF,2,2,4,5,0,52,0,0,0,0,4
Cristian Romero,Spurs,66,DEF,0,2,8,9,1,41,0,0,0,0,3
Allan Saint-Maximin,Newcastle,66,MID,1,6,4,1,0,14,0,0,0,0,4
Conor Gallagher,Chelsea,66,MID,3,1,4,9,1,23,0,0,0,0,7
Anthony Martial,Man Utd,66,FWD,6,3,7,0,0,8,0,0,0,0,4
Evan Ferguson,Brighton,65,FWD,6,2,6,1,0,12,0,0,0,0,8
Jason Steele,Brighton,65,GK,0,1,6,1,0,23,1,0,1,37,8
Marc Cucurella Saseta,Chelsea,65,DEF,0,2,6,4,0,20,0,0,0,0,1
Ryan Christie,Bournemouth,64,MID,1,2,3,2,0,35,0,0,0,0,2
Aaron Hickey,Brentford,63,DEF,0,3,5,7,0,30,0,0,0,0,2
Clément Lenglet,Spurs,63,DEF,0,2,5,4,0,35,0,0,0,0,6
Eddie Nketiah,Arsenal,63,FWD,4,2,2,3,0,16,0,0,0,0,5
Seamus Coleman,Everton,63,DEF,1,0,5,1,0,25,0,0,0,0,5
Harvey Elliott,Liverpool,62,MID,1,2,5,2,0,20,0,0,0,0,2
Mohamed Elyounoussi,Southampton,62,MID,1,1,2,4,0,45,0,0,0,0,0
Luis Díaz,Liverpool,62,MID,4,2,4,2,0,11,0,0,0,0,7
Tyrell Malacia,Man Utd,62,DEF,0,0,7,6,0,14,0,0,0,0,8
Frederico Rodrigues de Paula Santos,Man Utd,62,MID,2,3,4,6,0,22,0,0,0,0,2
Jaidon Anthony,Bournemouth,61,MID,3,1,2,2,0,29,0,0,0,0,4
Joe Worrall,Nott'm Forest,61,DEF,1,0,5,6,0,44,0,0,0,0,2
Lloyd Kelly,Bournemouth,60,DEF,0,2,5,3,0,38,0,0,0,0,5
Hwang Hee-chan,Wolves,60,MID,3,2,3,1,0,18,0,0,0,0,3
Pedro Porro,Spurs,59,DEF,3,3,2,0,0,26,0,0,0,0,5
Luke Ayling,Leeds,59,DEF,2,1,3,3,0,48,0,0,0,0,4
Vladimir Coufal,West Ham,58,DEF,0,2,4,5,0,35,0,0,0,0,2
Nayef Aguerd,West Ham,58,DEF,2,0,5,4,0,28,0,0,0,0,5
Roméo Lavia,Southampton,57,MID,1,1,4,9,0,50,0,0,0,0,0
Julio Enciso,Brighton,57,FWD,4,3,4,1,0,12,0,0,0,0,7
Matty Cash,Aston Villa,57,DEF,0,2,4,4,0,29,0,0,0,0,3
Stuart Armstrong,Southampton,57,MID,2,2,1,6,0,34,0,0,0,0,2
Kieffer Moore,Bournemouth,57,FWD,4,0,3,1,0,34,0,0,0,0,3
Victor Lindelöf,Man Utd,57,DEF,0,0,6,1,0,16,0,0,0,0,3
João Filipe Iria Santos Moutinho,Wolves,56,MID,0,2,6,3,0,28,0,0,0,0,0
Kyle Walker-Peters,Southampton,56,DEF,1,0,3,4,0,58,0,0,0,0,2
Renan Augusto Lodi dos Santos,Nott'm Forest,56,DEF,0,2,5,7,0,48,0,0,0,0,3
Carlos Alcaraz,Southampton,55,MID,4,2,0,3,0,25,0,0,0,0,4
Robin Koch,Leeds,55,DEF,0,0,5,7,0,74,1,0,0,0,2
Wilfried Gnonto,Leeds,55,FWD,2,4,4,7,0,28,0,0,0,0,6
Remo Freuler,Nott'm Forest,54,MID,0,0,6,4,0,47,0,0,0,0,0
Neco Williams,Nott'm Forest,54,DEF,1,1,4,7,0,41,0,0,0,0,1
Richarlison de Andrade,Spurs,54,FWD,1,5,3,3,0,18,0,0,0,0,2
Adam Armstrong,Southampton,54,FWD,2,1,1,2,0,24,0,0,0,0,3
Mateo Kovacic,Chelsea,53,MID,1,2,4,8,0,25,0,0,0,0,2
Chris Wood,Nott'm Forest,53,FWD,3,0,4,0,0,9,0,0,0,0,7
Ryan Yates,Nott'm Forest,53,MID,0,3,5,5,0,36,0,0,0,0,0
Tom Cairney,Fulham,53,MID,2,1,1,2,0,13,0,0,0,0,2
Luis Sinisterra Lucumí,Leeds,53,MID,5,0,0,1,1,23,0,0,0,0,6
Curtis Jones,Liverpool,52,MID,3,1,4,2,0,15,0,0,0,0,4
Deniz Undav,Brighton,52,FWD,5,2,2,2,0,9,1,0,0,0,4
Daniel Amartey,Leicester,51,DEF,0,0,5,1,0,27,0,0,0,0,4
Lewis Cook,Bournemouth,51,MID,0,2,3,4,0,39,0,0,0,0,1
Rasmus Kristensen,Leeds,51,DEF,3,1,2,4,0,53,0,0,0,0,1
Orel Mangala,Nott'm Forest,50,MID,1,1,5,3,0,24,0,0,0,0,0
Lucas Digne,Aston Villa,50,DEF,1,0,3,5,0,25,1,0,0,0,4
Dango Ouattara,Bournemouth,49,MID,1,3,1,1,0,23,0,0,0,0,4
Theo Walcott,Southampton,49,MID,2,2,2,1,0,30,1,0,0,0,1
Trevoh Chalobah,Chelsea,49,DEF,0,0,5,4,0,24,1,0,0,0,1
Ibrahima Konaté,Liverpool,49,DEF,0,0,7,5,0,22,1,0,0,0,0
Armel Bella-Kotchap,Southampton,49,DEF,0,2,3,4,0,39,0,0,0,0,5
Tosin Adarabioyo,Fulham,49,DEF,1,0,3,4,0,39,0,0,0,0,1
Nathan Collins,Wolves,49,DEF,0,0,4,2,1,37,0,0,0,0,6
Danilo dos Santos de Oliveira,Nott'm Forest,48,MID,3,2,1,1,0,18,0,0,0,0,5
Mads Roerslev Rasmussen,Brentford,48,DEF,0,0,5,0,0,12,0,0,0,0,0
Konstantinos Tsimikas,Liverpool,48,DEF,0,4,4,3,0,11,0,0,0,0,2
Jordan Zemura,Bournemouth,47,DEF,0,1,5,1,0,31,0,0,0,0,1
Tyler Adams,Leeds,47,MID,0,0,5,4,1,36,0,0,0,0,1
Adam Lallana,Brighton,47,MID,2,1,5,0,0,10,0,0,0,0,4
Ruben Loftus-Cheek,Chelsea,46,MID,0,1,5,1,0,23,1,0,0,0,1
Joe Ayodele-Aribo,Southampton,46,MID,2,0,1,2,0,24,0,0,0,0,3
Levi Colwill,Brighton,46,DEF,0,2,3,1,0,21,0,0,0,0,6
James Justin,Leicester,45,DEF,0,2,5,0,0,25,0,0,0,0,2
Mathias Jorgensen,Brentford,45,DEF,0,1,4,2,0,15,1,0,0,0,4
Daniel James,Fulham,45,MID,2,1,1,0,0,18,0,0,0,0,2
Kamaldeen Sulemana,Southampton,45,MID,2,1,3,1,0,20,0,0,0,0,3
Jonathan Castro Otto,Wolves,45,DEF,1,0,5,3,1,21,0,0,0,0,0
César Azpilicueta,Chelsea,45,DEF,0,0,3,3,0,21,1,0,0,0,4
Nathaniel Clyne,Crystal Palace,44,DEF,0,0,3,3,0,23,0,0,0,0,0
Reece James,Chelsea,44,DEF,1,2,2,4,0,17,0,0,0,0,5
Manor Solomon,Fulham,44,MID,4,0,0,0,0,11,0,0,0,0,1
João Félix Sequeira,Chelsea,44,FWD,4,0,2,1,1,16,0,0,0,0,7
Boubacar Kamara,Aston Villa,44,MID,0,1,3,4,0,30,0,0,0,0,0
Angelo Ogbonna,West Ham,44,DEF,0,0,4,0,0,19,0,0,0,0,4
Chris Mepham,Bournemouth,43,DEF,0,0,5,7,0,52,2,0,0,0,6
Oliver Skipp,Spurs,43,MID,1,0,4,7,0,28,0,0,0,0,1
Toti António Gomes,Wolves,43,DEF,1,0,4,6,0,14,0,0,0,0,4
Keylor Navas,Nott'm Forest,43,GK,0,0,2,2,0,32,0,0,0,51,5
Enzo Fernández,Chelsea,42,MID,0,2,3,3,0,25,0,0,0,0,1
Reiss Nelson,Arsenal,42,MID,3,3,1,0,0,3,0,0,0,0,5
James Milner,Liverpool,42,MID,0,1,3,2,0,12,0,0,0,0,0
Jean-Philippe Mateta,Crystal Palace,41,FWD,2,0,3,3,0,10,0,0,0,0,3
Boubakary Soumaré,Leicester,41,MID,0,0,6,9,0,30,0,0,0,0,0
Hugo Bueno López,Wolves,41,DEF,0,1,3,1,0,29,0,0,0,0,3
Gianluca Scamacca,West Ham,41,FWD,3,0,3,3,0,12,0,0,0,0,7
Neal Maupay,Everton,41,FWD,1,0,3,4,0,19,0,0,0,0,3
Wilfred Ndidi,Leicester,41,MID,0,0,1,4,0,39,0,0,0,0,0
Will Hughes,Crystal Palace,41,MID,1,1,1,4,0,11,0,0,0,0,3
Rayan Aït-Nouri,Wolves,41,DEF,1,0,4,4,0,18,1,0,0,0,0
Aymeric Laporte,Man City,40,DEF,0,0,4,0,0,10,0,0,0,0,3
Benoît Badiashile,Chelsea,40,DEF,1,0,4,2,0,9,0,0,0,0,2
Neeskens Kebano,Fulham,40,MID,0,4,3,0,0,10,0,0,0,0,0
Dominic Calvert-Lewin,Everton,40,FWD,2,1,4,3,0,22,0,0,0,0,2
Fraser Forster,Spurs,40,GK,0,0,3,1,0,24,0,0,1,32,1
Fábio Ferreira Vieira,Arsenal,40,MID,1,2,2,0,0,5,0,0,0,0,2
Scott McKenna,Nott'm Forest,40,DEF,0,0,5,4,0,32,0,0,0,0,0
Emmanuel Dennis,Nott'm Forest,39,FWD,2,2,1,3,0,17,0,0,0,0,3
Emerson Palmieri dos Santos,West Ham,39,DEF,1,0,2,2,0,28,0,0,0,0,2
Christian Pulisic,Chelsea,39,MID,1,1,3,1,0,11,0,0,0,0,0
Matheus Santos Carneiro Da Cunha,Wolves,39,FWD,2,0,5,1,0,12,0,0,0,0,6
Michael Keane,Everton,39,DEF,1,2,2,0,0,22,0,0,0,0,5
Harry Maguire,Man Utd,39,DEF,0,0,5,4,0,7,0,0,0,0,2
Alejandro Garnacho,Man Utd,39,MID,3,2,0,3,0,13,0,0,0,0,0
Frank Onyeka,Brentford,38,MID,0,3,3,0,0,11,0,0,0,0,0
Ainsley Maitland-Niles,Southampton,38,MID,0,1,3,3,0,31,0,0,0,0,0
