Player Name,Team,Total Points,Position,Goals Scored,Assists,Clean Sheets,Yellow Cards,Red Cards,Goals Conceded,Own Goals,Penalties Missed,Penalties Saved,Saves,Bonus Points
James Maddison,Spurs,117,MID,4,11,7,5,0,31,0,0,0,0,9
Virgil van Dijk,Liverpool,117,DEF,2,2,9,3,1,40,0,0,0,0,8
James Tarkowski,Everton,117,DEF,1,1,13,11,0,51,0,0,0,0,10
Alphonse Areola,West Ham,116,GK,0,0,4,1,0,53,1,0,2,138,11
Tomáš Souček,West Ham,116,MID,7,2,5,7,0,64,0,0,0,0,9
Abdoulaye Doucouré,Everton,116,MID,7,3,12,7,0,36,0,0,0,0,7
Emiliano Martínez Romero,Aston Villa,115,GK,0,0,8,4,0,48,2,0,0,95,19
Manuel Akanji,Man City,112,DEF,2,0,11,2,1,23,0,0,0,0,8
Ederson Santana de Moraes,Man City,112,GK,0,0,11,5,0,27,0,0,0,57,5
Rasmus Højlund,Man Utd,112,FWD,10,2,6,2,0,35,0,0,0,0,14
Guglielmo Vicario,Spurs,112,GK,0,0,7,2,0,61,0,0,0,110,9
Kieran Trippier,Newcastle,111,DEF,1,10,6,5,0,43,0,0,0,0,20
Diogo Dalot Teixeira,Man Utd,111,DEF,2,3,8,4,1,55,0,0,0,0,13
Diogo Teixeira da Silva,Liverpool,110,MID,10,7,5,1,1,11,0,0,0,0,7
Norberto Murara Neto,Bournemouth,110,GK,0,0,7,5,0,55,0,0,1,113,14
Sean Longstaff,Newcastle,110,MID,6,3,10,7,0,50,0,0,0,0,3
Callum Hudson-Odoi,Nott'm Forest,109,MID,8,2,2,0,0,41,0,0,0,0,14
Alexis Mac Allister,Liverpool,109,MID,5,5,6,7,1,34,0,0,0,0,12
Jordan Ayew,Crystal Palace,109,MID,4,7,11,7,1,39,0,0,0,0,3
Marcus Rashford,Man Utd,108,MID,7,3,7,2,0,37,0,0,0,0,0
Gustavo Hamer,Sheffield Utd,108,MID,4,7,2,9,0,83,0,0,0,0,5
Alisson Ramses Becker,Liverpool,107,GK,0,0,8,1,0,30,0,0,0,83,9
José Malheiro de Sá,Wolves,107,GK,0,1,4,1,0,58,0,0,0,134,8
Antoine Semenyo,Bournemouth,107,FWD,8,4,8,6,0,33,0,0,0,0,14
Cristian Romero,Spurs,107,DEF,5,0,7,7,1,46,1,0,0,0,15
Cody Gakpo,Liverpool,106,FWD,8,5,5,1,0,20,0,0,0,0,12
Timothy Castagne,Fulham,105,DEF,1,3,9,3,0,40,0,0,0,0,7
João Pedro Junqueira de Jesus,Brighton,104,FWD,9,3,5,2,0,38,0,1,0,0,12
Oleksandr Zinchenko,Arsenal,104,DEF,1,2,9,2,0,15,0,0,0,0,16
Antonee Robinson,Fulham,104,DEF,0,6,9,6,0,60,2,0,0,0,8
Marcos Senesi,Bournemouth,102,DEF,4,5,6,13,0,44,0,0,0,0,13
Alex Iwobi,Fulham,102,MID,5,2,7,2,0,41,0,0,0,0,9
Vitalii Mykolenko,Everton,101,DEF,2,1,9,1,0,37,0,0,0,0,9
Alfie Doughty,Luton,101,DEF,2,10,2,5,0,74,0,0,0,0,11
Dominic Calvert-Lewin,Everton,101,FWD,7,3,13,2,0,27,0,0,0,0,9
Ross Barkley,Luton,101,MID,5,5,2,6,0,66,0,0,0,0,4
Lucas Tolentino Coelho de Lima,West Ham,100,MID,4,6,4,10,0,52,0,0,0,0,7
Justin Kluivert,Bournemouth,100,MID,7,1,11,5,0,23,0,0,0,0,2
Nathan Aké,Man City,99,DEF,2,3,6,0,0,20,0,0,0,0,6
Dominik Szoboszlai,Liverpool,99,MID,3,4,8,1,0,23,0,0,0,0,7
Pablo Sarabia,Wolves,99,MID,4,7,6,5,0,27,0,0,0,0,8
Jérémy Doku,Man City,98,MID,3,10,1,3,0,19,0,0,0,0,13
Thiago Emiliano da Silva,Chelsea,98,DEF,3,1,7,4,0,45,0,0,0,0,12
Kevin De Bruyne,Man City,98,MID,4,10,7,2,0,8,0,0,0,0,11
Mathias Jensen,Brentford,98,MID,3,4,9,5,0,45,0,0,0,0,10
Scott McTominay,Man Utd,98,MID,7,1,7,2,0,30,0,0,0,0,5
Dan Burn,Newcastle,97,DEF,2,2,8,4,0,45,0,0,0,0,4
Rodrigo Muniz Carvalho,Fulham,97,FWD,9,2,6,1,0,27,0,0,0,0,12
Simon Adingra,Brighton,97,MID,6,1,4,3,0,38,0,0,0,0,8
Harvey Elliott,Liverpool,96,MID,3,9,4,2,0,13,0,0,0,0,8
Mario Lemina,Wolves,95,MID,4,1,4,10,1,55,0,0,0,0,13
Mykhailo Mudryk,Chelsea,94,MID,5,5,7,5,0,28,0,0,0,0,5
Willian Borges da Silva,Fulham,94,MID,4,3,9,1,0,28,0,0,0,0,6
Harry Wilson,Fulham,94,MID,4,7,5,6,0,30,0,0,0,0,5
Elijah Adebayo,Luton,94,FWD,10,1,2,1,0,36,0,0,0,0,9
Vitaly Janelt,Brentford,93,MID,1,4,9,8,0,52,0,0,0,0,1
Bobby De Cordova-Reid,Fulham,92,MID,6,3,3,4,0,29,0,0,0,0,7
Jack Harrison,Everton,92,MID,3,3,11,1,0,26,0,0,0,0,5
Ezri Konsa Ngoyo,Aston Villa,91,DEF,1,1,7,5,0,54,0,0,0,0,7
João Palhinha Gonçalves,Fulham,91,MID,4,1,9,13,0,46,0,0,0,0,8
Ryan Christie,Bournemouth,90,MID,0,5,8,6,0,56,0,0,0,0,5
Marcus Tavernier,Bournemouth,89,MID,3,4,8,3,0,38,0,0,0,0,5
Lewis Dunk,Brighton,89,DEF,3,1,5,6,1,53,0,0,0,0,11
Rúben Gato Alves Dias,Man City,88,DEF,0,0,9,0,0,28,1,0,0,0,3
James Garner,Everton,87,MID,1,2,11,7,0,47,0,0,0,0,3
Pape Matar Sarr,Spurs,86,MID,3,3,9,9,0,27,0,0,0,0,4
Thomas Kaminski,Luton,86,GK,0,0,2,3,0,85,0,0,0,144,3
Pedro Lomba Neto,Wolves,86,MID,2,11,3,4,0,27,0,0,0,0,8
Pau Torres,Aston Villa,85,DEF,2,0,6,1,0,37,0,0,0,0,4
Zeki Amdouni,Burnley,85,FWD,5,1,5,2,0,41,0,0,0,0,11
Lucas Digne,Aston Villa,85,DEF,1,4,6,7,0,41,0,0,0,0,5
Gabriel Fernando de Jesus,Arsenal,85,FWD,4,7,11,6,0,11,0,0,0,0,10
Vladimír Coufal,West Ham,85,DEF,0,7,4,5,1,70,0,0,0,0,9
Chiedozie Ogbene,Luton,84,FWD,4,4,2,1,0,47,0,0,0,0,7
Nathan Collins,Brentford,84,DEF,1,1,7,3,0,51,0,0,0,0,8
Moisés Caicedo Corozo,Chelsea,84,MID,1,3,7,11,0,50,0,0,0,0,6
Illia Zabarnyi,Bournemouth,84,DEF,1,0,8,5,0,67,0,0,0,0,3
Toti António Gomes,Wolves,82,DEF,1,4,4,7,0,49,0,0,0,0,6
Emerson Palmieri dos Santos,West Ham,82,DEF,1,4,5,10,0,67,1,0,0,0,8
Jacob Bruun Larsen,Burnley,82,MID,6,0,3,1,0,23,0,0,0,0,7
Jacob Murphy,Newcastle,82,MID,3,8,5,1,0,21,0,0,0,0,4
Wilson Odobert,Burnley,82,MID,3,4,2,3,0,48,0,0,0,0,3
Max Kilman,Wolves,82,DEF,2,0,5,7,0,65,0,0,0,0,3
Cameron Archer,Sheffield Utd,82,FWD,4,3,2,2,0,50,0,0,0,0,9
Micky van de Ven,Spurs,81,DEF,3,0,5,5,0,38,0,0,0,0,10
Adam Smith,Bournemouth,80,DEF,0,3,8,6,0,33,0,0,0,0,4
Odsonne Edouard,Crystal Palace,79,FWD,7,0,6,4,0,24,0,0,0,0,9
Destiny Udogie,Spurs,79,DEF,2,3,5,5,1,43,0,0,0,0,8
Danny Welbeck,Brighton,79,FWD,5,4,8,4,0,28,0,0,0,0,5
Josh Brownhill,Burnley,78,MID,4,2,2,4,1,56,0,0,0,0,2
Tahith Chong,Luton,78,MID,4,2,0,4,0,51,0,0,0,0,3
Michail Antonio,West Ham,78,FWD,6,2,5,6,0,34,0,0,0,0,8
Lewis Cook,Bournemouth,77,MID,0,3,8,5,1,51,0,0,0,0,5
Youri Tielemans,Aston Villa,77,MID,2,6,4,3,0,27,0,0,0,0,2
Kobbie Mainoo,Man Utd,77,MID,3,1,7,3,0,31,0,0,0,0,8
Ethan Pinnock,Brentford,77,DEF,2,0,5,1,0,46,0,0,0,0,5
James McAtee,Sheffield Utd,77,MID,3,4,2,2,0,65,0,0,0,0,0
Enzo Fernández,Chelsea,77,MID,3,3,5,7,0,47,0,1,0,0,4
Rayan Aït-Nouri,Wolves,77,DEF,2,3,3,7,0,43,0,0,0,0,6
Miguel Almirón Rejala,Newcastle,77,MID,3,1,5,2,0,40,0,0,0,0,4
Ashley Young,Everton,76,DEF,0,1,9,5,1,34,1,0,0,0,3
Noni Madueke,Chelsea,76,MID,5,3,4,2,0,19,0,0,0,0,7
Joe Gomez,Liverpool,76,DEF,0,2,7,5,0,19,0,0,0,0,2
Kurt Zouma,West Ham,76,DEF,3,0,3,3,0,63,0,0,0,0,6
Neal Maupay,Brentford,76,FWD,6,3,4,8,0,37,0,0,0,0,6
Andrew Robertson,Liverpool,76,DEF,3,2,3,2,0,22,0,0,0,0,8
Martin Dubravka,Newcastle,75,GK,0,0,4,1,0,42,0,0,1,88,3
Lyle Foster,Burnley,75,FWD,5,3,2,0,1,43,0,0,0,0,4
Mads Roerslev Rasmussen,Brentford,75,DEF,1,2,5,1,0,40,0,0,0,0,3
João Victor Gomes da Silva,Wolves,75,MID,2,2,4,11,0,51,0,0,0,0,3
Malo Gusto,Chelsea,74,DEF,0,6,5,7,1,28,0,0,0,0,10
Christian Nørgaard,Brentford,74,MID,2,1,6,8,0,51,0,0,0,0,3
Sergio Reguilón,Brentford,74,DEF,0,6,5,7,1,30,0,0,0,0,14
Sander Berge,Burnley,74,MID,1,2,2,8,1,70,0,0,0,0,3
Kaoru Mitoma,Brighton,74,MID,3,7,1,4,0,27,0,0,0,0,7
Harry Maguire,Man Utd,73,DEF,2,4,4,3,0,29,0,0,0,0,6
Keane Lewis-Potter,Brentford,73,MID,3,2,6,0,0,29,0,0,0,0,1
Vini de Souza Costa,Sheffield Utd,73,MID,1,1,1,3,0,80,0,0,0,0,4
Idrissa Gueye,Everton,73,MID,4,0,7,8,0,25,0,0,0,0,10
Raúl Jiménez,Fulham,72,FWD,7,0,4,3,1,29,0,0,0,0,13
Axel Disasi,Chelsea,71,DEF,2,0,5,6,0,50,1,0,0,0,6
Eddie Nketiah,Arsenal,71,FWD,5,4,6,3,0,10,0,0,0,0,5
Tom Cairney,Fulham,70,MID,1,6,4,3,0,27,1,0,0,0,2
James Trafford,Burnley,70,GK,0,0,2,2,0,62,0,0,0,106,5
Takehiro Tomiyasu,Arsenal,70,DEF,2,1,6,0,1,10,0,0,0,0,4
Wes Foderingham,Sheffield Utd,70,GK,0,0,1,2,0,79,1,0,0,133,7
Dara O'Shea,Burnley,69,DEF,3,4,2,5,1,71,1,0,0,0,2
Craig Dawson,Wolves,69,DEF,1,1,6,7,0,38,0,0,0,0,6
Callum Wilson,Newcastle,69,FWD,9,1,6,3,0,15,0,0,0,0,4
Evan Ferguson,Brighton,69,FWD,6,1,2,1,0,28,0,0,0,0,5
Bart Verbruggen,Brighton,68,GK,0,0,4,3,0,28,0,0,0,65,7
Kristoffer Ajer,Brentford,68,DEF,2,1,5,5,0,33,0,0,0,0,3
Sam Johnstone,Crystal Palace,68,GK,0,0,6,1,0,27,0,0,0,41,7
Jakub Kiwior,Arsenal,67,DEF,1,3,6,1,0,8,0,0,0,0,1
Taiwo Awoniyi,Nott'm Forest,67,FWD,6,3,3,2,0,21,0,0,0,0,5
Nicolás Domínguez,Nott'm Forest,67,MID,2,2,6,4,0,27,0,0,0,0,6
Amadou Onana,Everton,66,MID,2,0,5,5,0,38,0,0,0,0,5
Oliver McBurnie,Sheffield Utd,66,FWD,6,3,1,3,2,43,0,0,0,0,9
Jeffrey Schlupp,Crystal Palace,66,MID,2,2,4,1,0,25,0,0,0,0,4
Calvin Bassey,Fulham,66,DEF,1,0,6,4,1,42,0,0,0,0,4
Marc Guéhi,Crystal Palace,66,DEF,0,1,6,2,0,32,0,0,0,0,6
Tosin Adarabioyo,Fulham,66,DEF,2,0,6,2,0,25,0,0,0,0,2
Josh Cullen,Burnley,65,MID,2,4,0,9,0,48,0,0,0,0,5
Danilo dos Santos de Oliveira,Nott'm Forest,65,MID,2,2,1,4,0,42,0,0,0,0,4
Levi Colwill,Chelsea,65,DEF,1,1,5,2,0,26,0,0,0,0,4
Harvey Barnes,Newcastle,64,MID,5,3,2,2,0,10,0,0,0,0,3
Matty Cash,Aston Villa,64,DEF,2,2,3,8,0,36,1,0,0,0,4
Jefferson Lerma Solís,Crystal Palace,64,MID,1,1,5,8,0,46,0,0,0,0,4
Jayden Bogle,Sheffield Utd,63,DEF,3,3,3,9,0,79,1,0,0,0,0
Nélson Cabral Semedo,Wolves,63,DEF,0,2,5,10,1,62,0,0,0,0,0
Victor Lindelöf,Man Utd,62,DEF,1,1,5,2,0,16,0,0,0,0,7
Chris Richards,Crystal Palace,62,DEF,1,1,4,3,0,38,0,0,0,0,4
Ben Brereton,Sheffield Utd,62,MID,6,1,0,3,0,37,0,0,0,0,5
Edson Álvarez Velázquez,West Ham,62,MID,1,1,5,11,0,45,0,0,0,0,3
Will Hughes,Crystal Palace,61,MID,0,2,8,6,0,38,0,0,0,0,2
Jan Paul van Hecke,Brighton,61,DEF,0,0,5,4,0,38,0,0,0,0,3
Billy Gilmour,Brighton,61,MID,0,3,6,8,1,37,0,0,0,0,4
Andros Townsend,Luton,61,MID,1,4,3,1,0,27,0,0,0,0,3
Philip Billing,Bournemouth,60,MID,2,3,2,3,1,36,0,0,0,0,3
Victor da Silva,Burnley,60,DEF,0,3,2,1,0,44,0,0,0,0,2
Robert Sánchez,Chelsea,59,GK,0,0,3,2,0,25,0,0,1,53,7
Mateo Kovačić,Man City,59,MID,1,0,9,4,0,14,0,0,0,0,2
Milos Kerkez,Bournemouth,59,DEF,0,2,6,4,1,37,1,0,0,0,1
Ryan Yates,Nott'm Forest,59,MID,1,1,1,6,0,38,0,0,0,0,1
Carlos Henrique Casimiro,Man Utd,58,MID,1,3,5,7,0,34,0,0,0,0,0
Murillo Santiago Costa dos Santos,Nott'm Forest,58,DEF,0,2,3,5,0,56,1,0,0,0,1
Willy Boly,Nott'm Forest,58,DEF,2,1,3,1,1,26,0,0,0,0,7
Facundo Buonanotte,Brighton,57,MID,3,1,6,7,0,19,0,0,0,0,1
Đorđe Petrović,Chelsea,57,GK,0,0,4,2,0,32,0,0,0,62,5
Nick Pope,Newcastle,57,GK,0,0,6,1,0,16,0,0,0,43,1
Ivan Toney,Brentford,57,FWD,4,3,3,5,0,30,0,0,0,0,4
Pervis Estupiñán,Brighton,57,DEF,2,3,3,4,0,26,1,0,0,0,7
Dango Ouattara,Bournemouth,56,MID,1,2,5,3,0,24,0,0,0,0,3
Ibrahima Konaté,Liverpool,56,DEF,0,0,6,3,1,19,0,0,0,0,2
Daniel Muñoz,Crystal Palace,56,DEF,0,4,5,4,0,22,0,0,0,0,3
Diego Carlos Santos Silva,Aston Villa,55,DEF,0,0,6,4,0,36,0,0,0,0,1
Joel Ward,Crystal Palace,54,DEF,0,1,5,4,0,34,1,0,0,0,0
John Stones,Man City,53,DEF,1,0,5,2,0,9,0,0,0,0,3
Nathaniel Clyne,Crystal Palace,52,DEF,0,1,5,0,0,16,0,0,0,0,0
Harry Toffolo,Nott'm Forest,52,DEF,1,3,2,3,0,29,0,0,0,0,3
Rico Lewis,Man City,52,DEF,2,0,4,1,0,9,0,0,0,0,2
Sven Botman,Newcastle,51,DEF,2,2,3,2,0,29,1,0,0,0,4
Jack Grealish,Man City,50,MID,3,1,3,6,0,13,0,0,0,0,6
Norberto Bercique Gomes Betuncal,Everton,50,FWD,3,0,2,2,0,20,0,1,0,0,3
Adam Wharton,Crystal Palace,50,MID,0,3,7,2,0,16,0,0,0,0,4
Conor Bradley,Liverpool,50,DEF,1,3,3,2,0,7,1,0,0,0,7
Jhon Durán,Aston Villa,50,FWD,5,1,0,5,0,12,0,0,0,0,7
David Datro Fofana,Burnley,50,FWD,4,1,1,1,0,18,0,0,0,0,8
Jonny Evans,Man Utd,49,DEF,0,1,4,2,0,24,0,0,0,0,3
Jarell Quansah,Liverpool,49,DEF,2,0,2,1,0,15,0,0,0,0,5
Joël Veltman,Brighton,49,DEF,1,1,3,4,0,32,0,0,0,0,0
Alexandre Moreno Lopera,Aston Villa,49,DEF,2,0,3,2,0,20,1,0,0,0,5
Lloyd Kelly,Bournemouth,48,DEF,0,1,4,2,0,32,0,0,0,0,5
Jóhann Berg Gudmundsson,Burnley,48,MID,1,3,2,2,0,25,0,0,0,0,0
Dean Henderson,Crystal Palace,48,GK,0,0,4,2,0,30,2,0,0,58,2
Christian Eriksen,Man Utd,48,MID,1,2,2,1,0,27,0,0,0,0,4
Konstantinos Tsimikas,Liverpool,48,DEF,0,3,4,0,0,7,0,0,0,0,4
Harrison Reed,Fulham,47,MID,0,2,6,6,0,23,0,0,0,0,0
Arijanet Muric,Burnley,47,GK,0,0,0,0,0,16,1,0,1,64,12
Antony Matheus dos Santos,Man Utd,47,MID,1,1,3,5,0,26,0,0,0,0,0
Wataru Endo,Liverpool,47,MID,1,0,6,10,0,16,0,0,0,0,0
Giovani Lo Celso,Spurs,47,MID,2,2,1,2,0,12,0,0,0,0,6
Aaron Wan-Bissaka,Man Utd,47,DEF,0,2,3,4,0,34,0,0,0,0,5
Albert Sambi Lokonga,Luton,47,MID,1,3,2,4,0,31,0,0,0,0,4
Charlie Taylor,Burnley,47,DEF,1,1,2,8,0,46,0,0,0,0,1
Timo Werner,Spurs,46,FWD,2,4,0,1,0,16,0,0,0,0,5
Jamaal Lascelles,Newcastle,46,DEF,1,0,5,4,0,15,0,0,0,0,3
Mikkel Damsgaard,Brentford,45,MID,0,4,5,2,0,9,0,0,0,0,0
Joelinton Cássio Apolinário de Lira,Newcastle,45,MID,2,1,3,6,0,23,0,0,0,0,3
Ryan Gravenberch,Liverpool,45,MID,1,0,3,0,0,17,0,0,0,0,3
Tino Livramento,Newcastle,45,DEF,1,0,2,1,0,27,0,0,0,0,4
Jean-Ricner Bellegarde,Wolves,45,MID,2,2,0,0,1,24,0,0,0,0,1
Olu Aina,Nott'm Forest,45,DEF,1,1,2,3,0,39,0,0,0,0,2
Marc Cucurella Saseta,Chelsea,44,DEF,0,3,4,10,0,33,1,0,0,0,3
Raphaël Varane,Man Utd,44,DEF,1,0,3,2,0,23,0,0,0,0,2
Yves Bissouma,Spurs,44,MID,0,0,7,8,2,35,0,0,0,0,0
Lewis Miley,Newcastle,44,MID,1,3,1,1,0,29,0,0,0,0,1
Jordan Clark,Luton,44,MID,1,1,1,4,0,41,0,0,0,0,3
Jorge Luiz Frello Filho,Arsenal,44,MID,0,2,4,1,0,11,0,0,0,0,1
Luis Sinisterra,Bournemouth,43,MID,2,2,1,0,0,18,0,0,0,0,2
Saša Lukić,Fulham,43,MID,1,0,5,3,0,20,0,0,0,0,0
Issa Diop,Fulham,43,DEF,0,0,5,2,1,26,0,0,0,0,3
Elliot Anderson,Newcastle,42,MID,0,2,5,3,0,14,0,0,0,0,3
Jason Steele,Brighton,42,GK,0,0,2,0,0,34,0,0,0,43,5
Oliver Norwood,Sheffield Utd,42,MID,1,0,0,8,0,47,0,0,0,0,3
Teden Mengi,Luton,42,DEF,1,0,1,3,0,59,0,0,0,0,1
Jack Hinshelwood,Brighton,42,MID,3,0,2,1,0,17,0,0,0,0,5
Jay Rodriguez,Burnley,41,FWD,2,1,1,0,0,18,0,0,0,0,3
Gabriel Osho,Luton,41,DEF,2,0,2,3,0,47,0,0,0,0,1
Matt Doherty,Wolves,41,DEF,1,0,1,2,0,21,0,0,0,0,1
Alex Scott,Bournemouth,41,MID,1,1,3,3,0,25,0,0,0,0,3
Matt Turner,Nott'm Forest,41,GK,0,0,2,2,0,28,0,0,0,55,0
Konstantinos Mavropanos,West Ham,40,DEF,1,0,3,2,0,27,2,0,0,0,3
Orel Mangala,Nott'm Forest,40,MID,1,0,3,6,0,31,0,0,0,0,0
Tim Ream,Fulham,40,DEF,1,0,3,2,1,31,0,0,0,0,4
Reece Burke,Luton,40,DEF,0,4,1,5,0,37,0,0,0,0,2
Boubacar Kamara,Aston Villa,40,MID,0,1,7,7,1,22,0,0,0,0,1
Luca Koleosho,Burnley,40,MID,1,2,3,0,0,23,0,0,0,0,0
Curtis Jones,Liverpool,40,MID,1,1,2,3,1,19,0,0,0,0,2
Enes Ünal,Bournemouth,40,FWD,2,4,1,1,0,9,0,0,0,0,3
Neco Williams,Nott'm Forest,39,DEF,0,1,1,4,0,33,0,0,0,0,2
Pierre-Emile Højbjerg,Spurs,39,MID,0,0,1,4,0,28,1,0,0,0,0
Jacob Brown,Luton,39,FWD,2,1,1,4,0,26,0,0,0,0,3
Ben Mee,Brentford,39,DEF,2,1,1,1,1,28,0,0,0,0,3
Solly March,Brighton,39,MID,3,1,2,1,0,11,0,0,0,0,6
Trevoh Chalobah,Chelsea,39,DEF,1,0,3,1,0,14,0,0,0,0,4
Frank Onyeka,Brentford,39,MID,1,2,1,8,0,27,0,0,0,0,0
Lewis Hall,Newcastle,38,DEF,1,0,2,2,0,12,0,0,0,0,3
Ben Osborn,Sheffield Utd,38,MID,0,2,0,3,0,40,1,0,0,0,0
Tommy Doyle,Wolves,38,MID,0,0,3,2,0,24,0,0,0,0,0
Igor Julio dos Santos de Paulo,Brighton,37,DEF,0,0,2,4,0,26,0,0,0,0,1
Ben Godfrey,Everton,37,DEF,0,0,4,2,0,13,0,0,0,0,0
Nayef Aguerd,West Ham,36,DEF,1,0,2,1,1,44,0,0,0,0,0
